Close,High,Open,Low,Volume
1943.890015,1949.369995,1949.369995,1940.079956,2710620000
1930.109985,1943.349976,1943.349976,1925.780029,3040480000
1936.160034,1937.300049,1930.800049,1927.689941,2598230000
1937.780029,1941.150024,1934.839966,1930.910034,2926130000
1941.98999,1943.689941,1937.150024,1933.550049,2971260000
1956.97998,1957.73999,1942.72998,1939.290039,3065220000
1959.47998,1959.869995,1957.5,1952.26001,2952150000
1962.869995,1963.910034,1960.449951,1959.170044,4336240000
1962.609985,1963.73999,1962.920044,1958.890015,2717630000
1949.97998,1968.170044,1961.969971,1948.339966,3089700000
1959.530029,1960.829956,1949.27002,1947.48999,3106710000
1957.219971,1959.890015,1959.890015,1944.689941,2778840000
1960.959961,1961.469971,1956.560059,1952.180054,4290590000
1960.22998,1964.23999,1960.790039,1958.219971,3037350000
1973.319946,1978.579956,1962.290039,1962.290039,3188240000
1974.619995,1976.670044,1973.060059,1972.579956,2851480000
1985.439941,1985.589966,1975.880005,1975.880005,1998090000
1977.650024,1984.219971,1984.219971,1974.880005,2681260000
1963.709961,1976.390015,1976.390015,1959.459961,3302430000
1972.829956,1974.150024,1965.099976,1965.099976,2858800000
1964.680054,1969.839966,1966.670044,1952.859985,3165690000
1967.569946,1968.670044,1965.76001,1959.630005,2684630000
1977.099976,1979.849976,1969.859985,1969.859985,2744920000
1973.280029,1982.52002,1977.359985,1965.339966,3328740000
1981.569946,1983.939941,1976.349976,1975.670044,3390950000
1958.119995,1981.800049,1979.75,1955.589966,3381680000
1978.219971,1979.910034,1961.540039,1960.819946,3106060000
1973.630005,1976.930054,1976.930054,1965.77002,2611160000
1983.530029,1986.23999,1975.650024,1975.650024,2890480000
1987.01001,1989.22998,1985.319946,1982.439941,2869720000
1987.97998,1991.390015,1988.069946,1985.790039,3203530000
1978.339966,1984.599976,1984.599976,1974.369995,2638960000
1978.910034,1981.52002,1978.25,1967.310059,2803320000
1969.949951,1984.849976,1980.030029,1969.949951,3183300000
1970.069946,1978.900024,1973.209961,1962.420044,3448250000
1930.670044,1965.140015,1965.140015,1930.670044,4193000000
1925.150024,1937.349976,1929.800049,1916.369995,3789660000
1938.98999,1942.920044,1926.619995,1921.199951,3072920000
1920.209961,1936.339966,1936.339966,1913.77002,3462520000
1920.23999,1927.910034,1917.290039,1911.449951,3539150000
1909.569946,1928.890015,1923.030029,1904.780029,3230520000
1931.589966,1932.380005,1910.349976,1909.01001,2902280000
1936.920044,1944.900024,1933.430054,1933.430054,2784890000
1933.75,1939.650024,1935.72998,1928.290039,2611700000
1946.719971,1948.410034,1935.599976,1935.599976,2718020000
1955.180054,1955.22998,1947.410034,1947.410034,2609460000
1955.060059,1964.040039,1958.869995,1941.5,3023380000
1971.73999,1971.98999,1958.359985,1958.359985,2638160000
1981.599976,1982.569946,1972.72998,1972.72998,2656430000
1986.51001,1988.569946,1980.459961,1977.680054,2579560000
1992.369995,1994.76001,1986.819946,1986.819946,2638920000
1988.400024,1993.540039,1992.599976,1984.76001,2301860000
1997.920044,2001.949951,1991.73999,1991.73999,2233880000
2000.02002,2005.040039,1998.589966,1998.589966,2451950000
2000.119995,2002.140015,2000.540039,1996.199951,2344350000
1996.73999,1998.550049,1997.420044,1990.52002,2282400000
